timestamp,open,high,low,close,volume
2025-04-01T14:00:00+00:00,1166.5576,1166.5576,1162.5064,1164.253,1000012.0
2025-04-01T15:00:00+00:00,1164.253,1164.253,1160.459,1162.204,1000120.0
2025-04-01T16:00:00+00:00,1162.204,1162.2138,1158.7253,1160.4695,1000253.0
2025-04-01T17:00:00+00:00,1160.4695,1160.4695,1156.6946,1158.434,1000122.0
2025-04-01T18:00:00+00:00,1158.434,1158.434,1154.7488,1156.4858,1000159.0
2025-04-01T19:00:00+00:00,1156.4858,1156.4858,1152.3734,1154.105,1000029.0
2025-04-01T20:00:00+00:00,1154.105,1154.105,1150.1996,1151.9283,1000056.0
2025-04-02T14:00:00+00:00,1151.9283,1151.9283,1148.1198,1149.8459,1000096.0
2025-04-02T15:00:00+00:00,1149.8459,1149.8459,1145.4092,1147.1324,1000179.0
2025-04-02T16:00:00+00:00,1147.1324,1147.7351,1144.2831,1146.0091,1000510.0
2025-04-02T17:00:00+00:00,1146.0091,1146.0091,1141.59,1143.3075,1000178.0
2025-04-02T18:00:00+00:00,1143.3075,1143.3075,1138.5757,1140.2905,1000319.0
2025-04-02T19:00:00+00:00,1140.2905,1144.5467,1140.2905,1142.8296,1000204.0
2025-04-02T20:00:00+00:00,1142.8296,1147.2346,1142.8296,1145.5127,1000264.0
2025-04-03T14:00:00+00:00,1145.5127,1149.1164,1145.5127,1147.3941,1000087.0
2025-04-03T15:00:00+00:00,1147.3941,1151.0294,1147.3941,1149.3044,1000076.0
2025-04-03T16:00:00+00:00,1149.3044,1154.022,1149.3044,1152.2882,1000388.0
2025-04-03T17:00:00+00:00,1152.2882,1156.1475,1152.2882,1154.4157,1000014.0
2025-04-03T18:00:00+00:00,1154.4157,1157.6793,1154.2046,1155.942,1000248.0
2025-04-03T19:00:00+00:00,1155.942,1159.6046,1155.942,1157.8668,1000076.0
2025-04-03T20:00:00+00:00,1157.8668,1162.2958,1157.8668,1160.5515,1000250.0
2025-04-04T14:00:00+00:00,1160.5515,1164.5983,1160.5515,1162.8529,1000082.0
2025-04-04T15:00:00+00:00,1162.8529,1166.9349,1162.8529,1165.1858,1000094.0
2025-04-04T16:00:00+00:00,1165.1858,1169.4147,1165.1858,1167.661,1000153.0
2025-04-04T17:00:00+00:00,1167.661,1171.7375,1167.661,1169.9813,1000084.0
2025-04-04T18:00:00+00:00,1169.9813,1173.7697,1169.9813,1172.0111,1000041.0
2025-04-04T19:00:00+00:00,1172.0111,1175.4382,1171.9116,1173.6749,1000199.0
2025-04-04T20:00:00+00:00,1173.6749,1177.7045,1173.6749,1175.9398,1000055.0
2025-04-05T14:00:00+00:00,1175.9398,1179.5184,1175.9398,1177.7498,1000139.0
2025-04-05T15:00:00+00:00,1177.7498,1181.6445,1177.7498,1179.8746,1000007.0
2025-04-05T16:00:00+00:00,1179.8746,1184.3156,1179.8746,1182.5386,1000219.0
2025-04-05T17:00:00+00:00,1182.5386,1186.6268,1182.5386,1184.8486,1000067.0
2025-04-05T18:00:00+00:00,1184.8486,1188.8011,1184.8486,1187.0204,1000007.0
2025-04-05T19:00:00+00:00,1187.0204,1190.9821,1187.0204,1189.1982,1000008.0
2025-04-05T20:00:00+00:00,1189.1982,1193.3663,1189.1982,1191.5776,1000091.0
2025-04-06T14:00:00+00:00,1191.5776,1195.8112,1191.5776,1194.0185,1000115.0
2025-04-06T15:00:00+00:00,1194.0185,1197.5925,1194.0003,1195.7964,1000164.0
2025-04-06T16:00:00+00:00,1195.7964,1199.8234,1195.7964,1198.026,1000023.0
2025-04-06T17:00:00+00:00,1198.026,1202.5223,1198.026,1200.7181,1000214.0
2025-04-06T18:00:00+00:00,1200.7181,1204.9337,1200.7181,1203.1277,1000094.0
2025-04-06T19:00:00+00:00,1203.1277,1206.8941,1203.1277,1205.085,1000095.0
2025-04-06T20:00:00+00:00,1205.085,1208.8832,1205.085,1207.0714,1000084.0
2025-04-07T14:00:00+00:00,1207.0714,1210.4605,1206.8271,1208.6438,1000257.0
2025-04-07T15:00:00+00:00,1208.6438,1212.419,1208.6438,1210.6016,1000099.0
2025-04-07T16:00:00+00:00,1210.6016,1215.1119,1210.6016,1213.2891,1000200.0
2025-04-07T17:00:00+00:00,1213.2891,1217.2973,1213.2891,1215.4739,1000008.0
2025-04-07T18:00:00+00:00,1215.4739,1219.2518,1215.4739,1217.4241,1000106.0
2025-04-07T19:00:00+00:00,1217.4241,1221.2925,1217.4241,1219.4622,1000072.0
2025-04-07T20:00:00+00:00,1219.4622,1223.4784,1219.4622,1221.6457,1000013.0
2025-04-08T14:00:00+00:00,1221.6457,1225.6703,1221.6457,1223.8343,1000013.0
2025-04-08T15:00:00+00:00,1223.8343,1227.7907,1223.8343,1225.9512,1000044.0
2025-04-08T16:00:00+00:00,1225.9512,1229.7878,1225.9512,1227.9445,1000096.0
2025-04-08T17:00:00+00:00,1227.9445,1232.2192,1227.9445,1230.3725,1000079.0
2025-04-08T18:00:00+00:00,1230.3725,1234.9352,1230.3725,1233.0828,1000192.0
2025-04-08T19:00:00+00:00,1233.0828,1237.0034,1233.0828,1235.1497,1000070.0
2025-04-08T20:00:00+00:00,1235.1497,1239.0851,1235.1497,1237.2283,1000067.0
2025-04-09T14:00:00+00:00,1237.2283,1242.0783,1237.2283,1240.2135,1000297.0
2025-04-09T15:00:00+00:00,1240.2135,1243.4286,1239.693,1241.5608,1000365.0
2025-04-09T16:00:00+00:00,1241.5608,1245.3184,1241.5608,1243.451,1000147.0
2025-04-09T17:00:00+00:00,1243.451,1247.3464,1243.451,1245.4768,1000094.0
2025-04-09T18:00:00+00:00,1245.4768,1249.7182,1245.4768,1247.8458,1000041.0
2025-04-09T19:00:00+00:00,1247.8458,1251.819,1247.8458,1249.943,1000068.0
2025-04-09T20:00:00+00:00,1249.943,1253.5424,1249.7807,1251.6615,1000221.0
2025-04-10T14:00:00+00:00,1251.6615,1256.014,1251.6615,1254.1316,1000077.0
2025-04-10T15:00:00+00:00,1254.1316,1257.5551,1253.7791,1255.6671,1000296.0
2025-04-10T16:00:00+00:00,1255.6671,1258.748,1254.9643,1256.8561,1000435.0
2025-04-10T17:00:00+00:00,1256.8561,1259.7611,1255.9722,1257.8667,1000507.0
2025-04-10T18:00:00+00:00,1257.8667,1257.8911,1254.1203,1256.0057,1000093.0
2025-04-10T19:00:00+00:00,1256.0057,1256.0057,1251.4837,1253.367,1000217.0
2025-04-10T20:00:00+00:00,1253.367,1253.367,1249.5401,1251.4181,1000055.0
2025-04-11T14:00:00+00:00,1251.4181,1251.4181,1247.6667,1249.5422,1000083.0
2025-04-11T15:00:00+00:00,1249.5422,1249.5848,1245.8387,1247.7117,1000100.0
2025-04-11T16:00:00+00:00,1247.7117,1247.7117,1243.709,1245.5777,1000021.0
2025-04-11T17:00:00+00:00,1245.5777,1245.5777,1241.465,1243.3311,1000068.0
2025-04-11T18:00:00+00:00,1243.3311,1243.3311,1239.4234,1241.2855,1000010.0
2025-04-11T19:00:00+00:00,1241.2855,1241.2855,1237.1728,1239.0324,1000074.0
2025-04-11T20:00:00+00:00,1239.0324,1239.0324,1234.7117,1236.5689,1000160.0
2025-04-12T14:00:00+00:00,1236.5689,1236.7508,1233.0414,1234.8961,1000156.0
2025-04-12T15:00:00+00:00,1234.8961,1234.8961,1230.7113,1232.5618,1000111.0
2025-04-12T16:00:00+00:00,1232.5618,1233.4684,1229.7603,1231.6143,1000448.0
2025-04-12T17:00:00+00:00,1231.6143,1231.7253,1228.0319,1229.8786,1000128.0
2025-04-12T18:00:00+00:00,1229.8786,1229.8786,1225.7063,1227.5493,1000113.0
2025-04-12T19:00:00+00:00,1227.5493,1231.493,1227.5493,1229.6477,1000054.0
2025-04-12T20:00:00+00:00,1229.6477,1233.8435,1229.6477,1231.9933,1000153.0
2025-04-13T14:00:00+00:00,1231.9933,1235.3928,1231.687,1233.5399,1000172.0
2025-04-13T15:00:00+00:00,1233.5399,1237.0823,1233.3732,1235.2278,1000115.0
2025-04-13T16:00:00+00:00,1235.2278,1238.7374,1235.0228,1236.8801,1000131.0
2025-04-13T17:00:00+00:00,1236.8801,1240.7688,1236.8801,1238.9102,1000020.0
2025-04-13T18:00:00+00:00,1238.9102,1242.8799,1238.9102,1241.0176,1000050.0
2025-04-13T19:00:00+00:00,1241.0176,1244.8768,1241.0176,1243.0122,1000003.0
2025-04-13T20:00:00+00:00,1243.0122,1246.6433,1242.9062,1244.7748,1000091.0
2025-04-14T14:00:00+00:00,1244.7748,1248.4728,1244.7311,1246.6019,1000066.0
2025-04-14T15:00:00+00:00,1246.6019,1250.8421,1246.6019,1248.9665,1000148.0
2025-04-14T16:00:00+00:00,1248.9665,1253.1926,1248.9665,1251.3136,1000139.0
2025-04-14T17:00:00+00:00,1251.3136,1255.237,1251.3136,1253.3567,1000016.0
2025-04-14T18:00:00+00:00,1253.3567,1256.8363,1253.0666,1254.9515,1000163.0
2025-04-14T19:00:00+00:00,1254.9515,1259.0434,1254.9515,1257.1564,1000078.0
2025-04-14T20:00:00+00:00,1257.1564,1261.1477,1257.1564,1259.2583,1000035.0
2025-04-15T14:00:00+00:00,1259.2583,1263.2452,1259.2583,1261.3527,1000031.0
2025-04-15T15:00:00+00:00,1261.3527,1265.8155,1261.3527,1263.9164,1000216.0
2025-04-15T16:00:00+00:00,1263.9164,1268.0988,1263.9164,1266.1979,1000102.0
2025-04-15T17:00:00+00:00,1266.1979,1269.8191,1266.0116,1267.9154,1000121.0
2025-04-15T18:00:00+00:00,1267.9154,1271.5445,1267.7319,1269.6382,1000120.0
2025-04-15T19:00:00+00:00,1269.6382,1274.0186,1269.6382,1272.1078,1000172.0
2025-04-15T20:00:00+00:00,1272.1078,1276.1203,1272.1078,1274.2086,1000025.0
2025-04-16T14:00:00+00:00,1274.2086,1278.4464,1274.2086,1276.5299,1000110.0
2025-04-16T15:00:00+00:00,1276.5299,1280.4564,1276.5299,1278.5384,1000013.0
2025-04-16T16:00:00+00:00,1278.5384,1282.2028,1278.3583,1280.2805,1000118.0
2025-04-16T17:00:00+00:00,1280.2805,1284.357,1280.2805,1282.4328,1000040.0
2025-04-16T18:00:00+00:00,1282.4328,1286.9343,1282.4328,1285.0037,1000202.0
2025-04-16T19:00:00+00:00,1285.0037,1289.1195,1285.0037,1287.1879,1000049.0
2025-04-16T20:00:00+00:00,1287.1879,1290.8399,1286.9691,1288.9045,1000133.0
2025-04-17T14:00:00+00:00,1288.9045,1292.8244,1288.9045,1290.8875,1000030.0
2025-04-17T15:00:00+00:00,1290.8875,1294.7548,1290.8747,1292.8147,1000053.0
2025-04-17T16:00:00+00:00,1292.8147,1296.9061,1292.8147,1294.9632,1000030.0
2025-04-17T17:00:00+00:00,1294.9632,1299.3388,1294.9632,1297.3906,1000137.0
2025-04-17T18:00:00+00:00,1297.3906,1302.0869,1297.3906,1300.1327,1000256.0
